index,Trade Count,Win Rate,Lowest Value,Profit Rate Peak,Final Profit Rate,Max Profit Rate Single Trade,Max Loss Rate Single Trade,Max Streak,Max Loss Streak,Max Draw Down,Profit Factor
0,13,0.07692307692307693,638.6155504149988,0.010652271202999941,-0.9359767659585001,0.0008513743614690927,-0.48076748439993255,1,12,0.9368115455125983,5.805574683165391e-05
1,14,0.14285714285714285,702.1102082175007,0.20742474545550005,-0.91467775717825,0.21454633909024579,-0.48076748439993255,1,12,0.9418506030408852,0.06014699889436918
2,17,0.11764705882352941,1197.9006117424947,0.39943647455599995,-0.8802099388257505,0.1384388807069219,-0.48076748439993255,2,15,0.9144012155233733,0.15213117787114827
3,10,0.1,1917.6898509374973,0.31556709612025013,-0.8082310149062503,0.0515398861375953,-0.48076748439993255,1,5,0.854230935343931,0.031391361870183085
4,11,0.09090909090909091,913.7340064424978,0.058404373561000034,-0.8889258743557502,0.21418146436390195,-0.48076748439993255,1,10,0.9136687234796432,0.021653856873719173
5,12,0.16666666666666666,2523.482456604998,0.1724995321459999,-0.7283750953395002,0.03203105364573178,-0.29327695560253697,1,8,0.7847775297627348,0.015744647446585262
6,9,0.1111111111111111,2658.4083375749974,0.01719272999999988,-0.7315287112425002,0.05916729542492627,-0.284975,1,5,0.7386524442054361,0.030627833911476606
7,9,0.1111111111111111,2702.422264897499,0.3038730697040002,-0.7297577735102501,0.04295532646048095,-0.29327695560253697,1,8,0.7927388541347057,0.056205277032421314
8,12,0.16666666666666666,2748.5991641100013,0.3319080355022499,-0.7223048225889999,0.15973119669165148,-0.29327695560253697,1,8,0.793634463427985,0.19984646046436338
9,14,0.0,803.3200970024955,0.010652271202999941,-0.9196679902997504,0,-0.48076748439993255,0,14,0.9205146893850753,0.0
