,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,1061,611,450,0.5758718190386428,934.4780075507006,-1.0406235504211607,0.0,1.0437162596348255,1106.1337899999967,1053.5229299999953,-1.049938030299921
