,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,12,10,2,0.8333333333333334,1324.67176327396,0.3246717632739602,0.3246717632739602,0.16135521141431733,527.371319999999,159.71370000000007,-3.3019792290830323
