,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,34,25,9,0.7352941176470589,1926.730024714061,0.9091854225432452,0.9267300247140611,0.11348142857753994,1677.7914299999984,490.1112199999987,-3.423287126542426
