,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,16,11,5,0.6875,1125.722535774432,0.12572253577443182,0.12572253577443182,0.18023843317199478,462.19479999999817,304.58106999999995,-1.5174771038791026
