,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,7,4,3,0.5714285714285714,999.6985378447946,-0.0003014621552054342,0.0,0.05443402257709527,154.8085399999998,140.83560000000023,-1.0992145451860151
