,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,267,154,113,0.5767790262172284,1119.7086957983884,-0.8946494153054568,0.11970869579838839,0.9256308924399068,2469.973789999995,2126.132540000008,-1.1617214559916316
