,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,103,68,35,0.6601941747572816,2358.8273083734603,1.3377255293992931,1.3588273083734603,0.3477469277247854,5789.164709999991,2753.414260000017,-2.1025403965184504
