,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,26,19,7,0.7307692307692307,1663.624463194671,0.6164886762406896,0.663624463194671,0.08309689452827895,1181.1498300000007,382.96933000000024,-3.0841890915912247
