history_time,entry_increase,wave_rate,profit_rate,trade_count,win_rate,win_count,profit_rate_peak,max_profit_rate_single_trade,max_loss_rate_single_trade,max_draw_down,profit_factor,total_profit,total_loss
4.0,0.0154,0.013600000000000001,-0.9086267968405972,95.0,0.21052631578947367,20.0,0.0,0.04282553466341331,-0.6011970074812968,0.9117700469954562,0.23601367030750917,315.37926457500095,1336.2754121999967
