,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,18,13,5,0.7222222222222222,1434.6063752128148,0.40152875797676457,0.43460637521281487,0.1509060651348469,798.9629099999979,314.37013999999965,-2.541472004942959
