,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,23,17,6,0.7391304347826086,1701.4730998772284,0.6830479659191888,0.7014730998772283,0.10109181997953873,1183.8942200000008,360.6751900000005,-3.2824387505001362
