,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,7,5,2,0.7142857142857143,1119.7111042609217,0.1197111042609218,0.1197111042609218,0.0,245.48160999999976,108.5367700000002,-2.2617368289106015
