,total_trades,total_wins,total_loses,win_rate,peak_capital,profit_rate,peak_profit_rate,max_drawdown,total_profit,total_loss,profit_factor
0,8,6,2,0.75,1192.7253468602353,0.19272534686023524,0.19272534686023524,0.0,333.10858,117.58073000000022,-2.8330201726082107
